hex,98-134,97-127,96-121,90-115,85-110,82-104,73-99,7-16,65-91,64-87,62-83,59-78,56-72,50-66,48-62,4-11,39-58,353-523,350-519,35-52,349-514,344-509,343-504,342-498,341-494,336-488,333-483,331-478,33-47,328-473,327-465,325-458,324-453,323-448,320-442,314-437,312-432,310-426,309-420,30-41,3-5,299-415,297-411,295-406,294-402,290-398,288-393,287-386,285-381,284-377,282-373,278-368,274-363,269-358,265-354,263-350,260-345,253-340,252-335,248-332,237-328,236-322,235-316,230-311,225-306,224-303,222-299,22-35,219-293,218-287,217-283,215-279,21-31,204-274,199-267,194-262,187-257,177-252,176-247,170-243,169-237,168-233,166-229,159-224,153-218,149-212,137-207,136-200,134-195,133-189,127-184,126-177,122-167,12-27,111-161,11-21,109-156,106-151,102-146,101-140,random,total
ID731,4,0,0,1,2,0,4,0,1,0,0,12,0,0,0,12,5,0,0,2,0,1,1,0,2,0,2,0,0,0,0,0,1,0,7,1,0,0,0,37,0,0,0,10,1,0,1,0,0,2,0,0,4,1,1,0,0,3,0,0,0,10,1,0,6,14,1,0,5,5,2,5,0,0,0,9,21,12,0,0,3,5,1,0,2,0,2,0,5,0,0,0,0,1,0,0,0,0,7,0,1,674
ID732,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,1,0,0,0,1,1,4,0,0,0,1,1,0,0,0,6,0,0,2,0,0,0,0,0,1,0,0,0,0,0,136
ID733,12,2,0,3,3,0,20,0,0,0,2,5,1,1,0,19,1,0,0,11,0,9,4,0,0,1,1,0,2,4,3,0,0,0,0,0,0,1,0,10,0,0,0,12,1,0,4,0,0,2,0,0,1,2,0,1,0,0,0,0,1,0,5,0,3,21,3,0,3,5,0,5,0,0,2,0,58,60,0,0,4,18,0,0,3,0,18,0,1,1,0,0,0,12,0,8,0,0,2,0,3,1156
ID734,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
ID735,0,2,0,18,10,0,114,0,0,0,0,5,1,2,0,13,19,0,3,2,0,4,2,0,8,5,1,0,2,0,4,0,0,0,0,3,0,0,0,8,0,0,0,5,1,0,3,0,0,0,1,0,10,0,2,0,0,0,0,0,1,0,0,0,7,15,1,0,5,6,0,9,0,0,2,0,19,80,0,0,5,23,0,4,5,0,4,0,1,4,0,2,29,2,0,11,0,1,4,16,4,1528
ID736,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
ID737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID738,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
ID739,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
ID74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID740,0,0,0,0,0,0,5,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19,0,0,3,0,0,0,0,0,0,0,0,0,0,3,256
ID741,1,0,0,1,2,0,8,0,0,0,2,1,0,0,0,7,1,0,0,2,0,1,0,0,12,0,0,0,23,0,0,0,1,0,0,4,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,6,0,0,0,1,3,0,0,0,0,1,0,0,2,0,0,0,0,0,7,0,0,0,0,2,309
ID742,13,16,0,7,9,0,103,0,1,0,6,27,1,3,1,46,12,0,2,10,0,39,5,0,9,2,0,0,1197,0,2,2,2,0,0,12,0,0,0,4,1,2,0,8,3,0,5,1,0,0,0,0,12,27,4,0,1,0,0,0,4,0,5,0,10,23,7,0,43,25,8,31,0,0,11,2,75,4,0,7,28,41,3,2,11,2,33,0,15,29,3,18,1,2,0,38,2,0,2,1,25,6357
ID743,1,0,0,1,8,0,9,0,2,0,1,7,0,0,0,2,4,0,0,7,0,7,1,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0,5,0,0,1,2,0,3,0,0,9,0,22,0,0,0,4,2,0,0,6,0,3,0,3,1,0,2,0,1,0,3,0,0,0,4,8,514
ID744,6,0,0,2,11,0,43,0,1,0,8,4,0,0,0,65,7,0,8,5,0,36,10,0,1,1,0,0,28,0,0,0,4,2,0,2,0,0,0,8,0,1,0,9,2,0,3,0,0,10,0,0,1,23,2,1,0,0,0,0,34,2,59,1,10,7,11,0,20,14,2,8,0,0,5,0,43,0,0,11,19,24,1,1,12,0,4,0,6,4,1,36,10,4,0,28,0,0,0,0,17,2051
ID745,10,0,0,21,2,0,75,0,1,2,2,17,0,0,0,34,8,0,52,7,0,158,6,0,1,0,0,0,3,0,3,1,5,1,0,15,0,0,0,2,0,0,0,5,2,0,18,0,0,0,0,0,4,7,1,2,0,0,0,0,2,0,24,0,3,10,14,0,15,22,2,22,2,0,4,0,51,0,0,1,37,21,4,1,10,0,20,0,1,6,0,7,0,0,0,18,0,2,1,11,11,2400
ID746,1,0,0,0,0,0,8,0,0,0,0,2,0,0,0,7,1,0,0,1,0,75,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,1,0,2,2,0,1,0,0,0,0,6,0,0,0,1,39,0,0,2,3,3,0,0,0,0,0,1,0,0,7,0,0,0,0,1,499
ID747,0,0,0,0,3,0,2,0,0,0,4,1,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,1,0,0,0,0,0,2,0,0,0,2,43,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,1,257
ID748,4,0,0,3,4,0,20,0,0,1,2,3,0,0,0,11,10,0,0,9,1,16,2,0,2,0,0,3,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,55,0,814,0,1,6,1,0,2,19,1,11,0,0,1,0,15,0,0,0,33,477,2,0,2,0,1,0,1,0,0,1,0,0,0,87,0,0,0,0,10,4498
ID749,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,0,1,0,0,0,2,0,0,0,0,0,0,4,0,0,1,6,70,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,284
ID75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID750,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,34,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,173
ID751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID755,0,0,0,0,0,0,25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,159
ID756,0,1,0,6,5,0,15,5,2,0,3,20,0,2,0,18,9,0,1,0,0,1,15,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,1,0,1,0,1,2,0,143,0,0,0,1,1,5,1,2,0,0,0,0,0,0,2,7,1,0,2,2,0,6,2,0,6,0,0,3,0,25,0,0,3,2,22,6,1,4,5,7,1,0,0,0,0,0,0,0,11,0,0,0,0,1,1189
ID757,7,5,2,8,19,1,158,11,2,0,126,91,4,0,0,26,11,0,0,4,0,16,10,0,7,11,0,0,0,6,12,4,2,0,0,21,0,2,0,3,0,0,1,1,3,0,65,11,0,1,0,0,15,18,7,1,0,0,0,2,2,25,15,6,0,16,5,0,14,57,16,20,1,0,15,0,37,0,0,7,17,44,3,1,6,2,18,1,0,4,0,4,13,0,4,8,0,3,1,1,25,3325
ID758,1,1,0,5,16,0,33,0,1,1,2,27,0,0,0,30,2,0,0,4,0,2,2,0,0,0,0,1,0,5,1,0,3,0,1,45,0,0,0,3,0,0,0,2,51,1,12,1,0,0,0,0,1,7,2,0,0,1,0,0,0,9,1,1,0,6,2,0,6,2,12,8,0,0,1,0,18,0,0,3,6,14,4,4,7,2,8,0,0,0,0,0,0,0,0,1,0,5,1,0,6,1112
ID759,7,48,2,3,19,0,125,6,5,0,2,64,0,0,0,45,9,0,3,10,0,10,3,0,6,0,0,1,1,4,17,1,5,0,10,83,0,0,0,3,0,1,0,12,12,1,65,9,0,5,0,1,11,4,13,0,0,0,0,0,7,9,5,0,1,17,1,0,24,21,21,20,2,0,20,0,113,0,0,1,8,78,46,14,9,6,55,1,1,7,1,6,3,1,0,13,0,19,0,1,26,3510
ID76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ID761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID765,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,3,0,0,0,1,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,19,70,0,0,1,3,3,1,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300
ID766,65,4,0,5,7,0,69,0,0,3,0,20,20,17,0,109,53,0,6,66,0,14,11,0,7,0,33,0,11,3,8,1,1,0,23,66,4,195,0,90,0,4,0,153,21,0,15,5,0,128,2,0,83,6,1,0,0,8,0,0,2,4,12,1,6577,2141,5,0,39,56,7,19,3,0,11,1,512,3,0,4,25,40,9,1,29,0,28,1,5,9,0,14,0,40,0,104,0,4,24,3,20,24612
ID767,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,37,0,0,1,2,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,239
ID768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19
ID769,20,0,0,2,2,1,16,0,0,0,1,2,1,0,0,18,3,0,1,18,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,9,1,13,0,152,0,0,0,51,0,0,0,0,0,1,0,0,3,0,0,1,0,3,1,0,0,0,2,0,77,111,1,0,4,9,0,1,0,0,0,0,176,0,0,0,0,12,10,0,2,0,15,0,0,5,0,0,0,3,0,3,0,2,7,0,3,2154
ID77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID770,4,0,0,0,2,0,6,0,0,0,4,16,1,0,0,2,4,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,41,0,0,0,16,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,1,0,0,0,0,35,4,0,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,11,0,5,535
ID771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ID772,39,8,0,0,3,0,12,0,0,0,1,9,0,0,0,6,1,0,1,16,0,0,4,0,0,1,2,1,3,1,1,0,1,0,2,1,0,2,0,14,0,0,0,11,1,0,1,0,0,0,0,0,0,0,3,1,0,0,2,0,0,1,0,0,3,10,5,0,6,0,0,3,0,0,1,0,45,645,0,1,1,9,1,0,6,0,1,0,4,5,0,0,1,1,0,4,0,0,9,1,3,2773
ID773,17,0,0,0,2,0,19,0,0,0,0,0,0,0,0,2,7,0,0,17,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,7,0,0,0,23,0,1,0,21,2,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,5,59,1,0,3,2,2,1,0,0,3,0,53,64,0,0,4,5,0,0,1,0,6,0,0,99,0,1,0,3,0,9,0,1,6,0,0,1337
ID774,1,0,0,0,3,0,8,0,0,0,0,1,0,1,0,15,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,3,0,0,2,0,0,1,0,8,78,0,0,4,14,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,520
ID775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50
ID776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ID777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
ID778,6,0,0,0,1,0,2,0,0,0,0,10,0,0,0,1,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,0,2,23,0,0,0,0,1,0,1,0,21,0,2,3,0,0,0,0,0,8,0,0,2,0,1,325
ID779,2,1,0,0,0,0,10,0,0,0,0,4,0,0,0,7,0,0,0,2,0,2,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,2,0,0,0,0,7,0,1,0,3,7,0,1,1,3,10,0,1,2,0,0,1,0,0,2,0,0,0,0,2,283
ID78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID780,1,2,0,2,3,0,43,0,1,0,0,41,0,1,0,11,0,0,2,1,0,3,9,0,2,2,0,0,100,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,2,0,10,1,0,1,0,48,2,2,3,0,0,0,0,0,2,0,0,0,0,24,1,0,11,12,4,6,0,0,9,0,18,13,1,0,3,19,0,56,11,0,27,0,1,2,0,1,3,0,0,4,0,1,0,0,6,1592
ID781,0,0,0,1,0,0,6,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,70
ID782,0,1,0,2,1,0,17,0,0,0,0,4,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,34,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,0,14,0,0,0,2,6,0,0,3,0,1,0,2,0,0,0,0,0,0,2,0,1,0,0,3,416
ID783,0,0,0,0,5,0,10,0,0,0,0,6,0,0,0,4,2,0,1,0,0,1,1,0,1,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,2,0,2,0,0,2,0,3,2,0,0,0,3,0,1,21,0,1,0,0,0,0,0,0,0,4,4,306
ID784,0,0,0,2,0,0,16,0,5,0,0,4,0,0,0,17,1,0,0,0,0,9,4,0,0,0,0,0,4,0,0,0,6,0,0,1,0,0,0,2,0,1,0,3,0,0,3,0,0,0,0,0,2,31,1,0,0,0,0,0,4,0,1,0,38,3,0,0,3,3,0,3,0,0,0,0,28,0,0,0,2,8,0,0,1,0,6,0,0,0,0,6,3,0,0,16,0,2,1,0,4,721
ID785,1,0,0,0,0,0,7,0,0,0,0,2,0,0,0,10,13,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,0,1,0,4,0,0,0,2,2,1,0,5,0,7,0,0,1,0,2,1,0,0,0,0,0,0,2,2,242
ID786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,44
ID787,5,0,0,0,1,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,22,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,163
ID788,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,147
ID789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
